label,tweet
2,liter obsess photo y'all tweet cute
2,much yesterday back rehears today last move show vega
2,join twitter chat send question
1,best birthday surpris ever thank britney spears' secret birthday video
2,stoke announc date ad sale saturday
1,want dedic fan wait patient happi share heart y'all one'
1,releas feedback truli incred love
2,gonna today absolut blast togeth check local list
1,well cours love britney jean much bought like copi follow britney xxoo
1,tape love can't wait y'all tomorrow
2,amaz birthday surpris extend famili
2,announc next vega show date tomorrow order sale code
1,follow els can't wait britney follow love happi birthday love
2,last stream know mean album' tomorrow
1,thank much birthday wish mean much
1,send lot love kiss brazil start birthday muah
1,follow thank follow brit love happi birthday
1,back work hope y'all enjoy long weekend
2,trend worldwid babi pleas follow ilysm i'll boom
1,follow honor final follow tonight
1,sleep scotland right still awak follow
2,follow girl love music much follow pleas
2,spears' thanksgiv without deep fri turkey
1,y'all thank i'll pick send person thank note
1,what' fave song stream free week
2,still still listen britney jean first play
2,follow pleas follow idol sinc ever music mean world
2,time person hear album first play
0,excit friend come rehears today give sneak peak
1,thank ask question catch tonight begin
2,britney name song perform piec show
0,southern food miss back home mine' hush puppi
2,broccoli casserol butter bean cornbread
2,follow excit queen ilysm ador ever follow
2,can't believ beauti sister look video watch
1,jami lynn spear evok countri love 'how could want more' video ryan seacrest
1,premier embrac countri root could want video
2,start tonight answer question today twitter hashtag
1,monday rehears great work week everyon hope short
1,thank back brit love can't wait stuff also
1,ya'll check first singl could want proud
1,soooo happi rehears go love love love show can't wait share
1,birthday wish year support kid here' help
1,thank sponsor listen parti last night hook guest
1,excit fave princess rehears danc move ellen
2,who' gotten someth today favorit piec
2,much yesterday everyon listen parti back rehears
2,onlin store live peopl piec item come soon
1,thank come today sweeti hope enjoy album
1,felt great final play peopl tonight mention hear love heart went album
2,made album specif diehard fan hope everi song touch piec
0,break first look 'perfume' video
1,stoke work we'v success togeth nobodi trust super person song
2,anyon wanna trip vega thought deet
2,shoot perfum music video meantim peep offici
1,week rehears incred go best show i'v ever done can't wait share
1,awww make smile mile realli superhero inspir
2,littl lunch break rehears right think follow
2,sooo beyond excit babi album homi
0,sneaki hacker alway tri ruin surpris true
2,track list comin shortli guess song titl
1,proud ambassador find help save music
2,britney spear britney spear britney armi vote http
1,thank much kind word happi guy love song much
2,amaz thank share beauti pain song fan
1,thing want tell listen thank premier
2,happi sunday everyon excit share world today hour
1,offici premier tomorrow song realli special can't wait share ya'll
1,offici lyric right artwork love
2,open song perfum say ballad hit close home
0,coupl sneak peak come tonight peopl stori unfold 'britneyspears'
0,look bitch werk teach move choreographi
1,kristen thank share stori keep good work girl hope vega
1,love time chat read question hope gave good answer muah
1,favorit song moment love music sinc first singl
0,obsess can't wait music follow pleas love
1,alway littl nervou lead open night
0,nervou heck open night britney piec
0,favorit song album pleas follow
2,specif part vega show excit fan
2,what favorit thing kid love pleas follow
2,skin care parent shoe exercis yoga
2,alright tweep let' roll start send question
0,hour finish quick thing around hous littl miss i'll back
1,good morn question readi tonight
2,littl spooki coupl week happi almost halloween
0,die world hear singl 'perfume' dear life
2,person letter cover person album ever
1,heart bubbl pop tear watch thank ya'll much golden bear
1,mark calendar i'll special next tuesday better start get question readi
1,y'all next tuesday work put togeth someth wanna make sure particip
1,cool idea want make world better place
2,mommi want know work bitch send stori photo video
2,get casino think time give blackjack babi
1,smash good time feel free call need whip peopl shape
2,forget watch channel tonight return
2,head back visit short london hope i'll abl visit soon
2,long can't wait make sure tune friday
1,ultim prize packag show meet greet brit much deet
2,littl exciiiiitttteeeddd hour till studio
1,wonder time ride around london tour even freez outsid brrrr
1,lot london press today alway love visit
2,tomorrow reason return simpli zing
2,excit come visit london next week look forward see favorit peep
1,enough live studio next wednesday
0,could watch anoth season forev miss heisenberg
0,happi break final walt die glad felt
2,wanna vega parti friend show betta play game work bitch
1,can't believ tweet love watch show huge danc anytim
2,gonna pick favorit part next album' packag can't wait send
1,wanna merch concert pic everyth send right
2,next record go person record i'v ever mean need part
1,thank much let borrow shark video shoot extrem well behav
1,thank watch y'all glad caught messag
1,whipney love best moment britney' video
2,glad everyon final abl hear track strut stuff girl
2,call lice call vunah someon tell congress
2,follow princess love pleas notic
1,moment arriv tune right premier
1,minut world premier video music festiv
1,right soul we'r realli look forward video
1,final finish proud video overjoy share beauti fan
2,britney spear share 'work bitch' video still exclus
1,clear tuesday world premier video
1,call guvunah peopl premier date video
2,check britney spear look sexi video
2,first look work bitch video bullwhip leather woman four
0,littl futur motor crosser rip track
1,pick vega dancer today excit familiar face lot fresh one
1,make trip across pond week love fan can't wait
1,best celebr birthday boy look good thank pete sally
2,perform show remind video come along
1,work derrier show give true piec pump mani alreadi buy ticket come
1,love chat get ticket vega show today
1,chat alway charm bright earli tomorrow listen
1,tomorrow peopl ticket sale wanna good seat betta tixtomorrow
1,honestli coolest moment career thank everyon made happen
2,lot chat friend full interview air tonight
1,think possibl album name heard record come decemb right
2,agenda boss chang name britun meet boss
0,listen straight someon look majorli bikini xoxo betta werk bitch
2,want face next year mean ticket show sale
1,true proud announc take vega start
1,y'all last time ever helicopt love incred helicopt girl
2,excit final share someth secret stay tune
1,good morn america holi moli earli today readi tweep
1,fest saturday look like i'll spend time vega week
1,woke hear number countri speechless thank begin
1,offici avail itun global except work itun releas
0,news come tue morn make sure watch definit go want miss
1,where' video better feel fan get impati
0,truli overwhelm grate support britney armi amaz tear littl
1,still work intern itun releas think could hour dont quot said we'r
2,spread word work bitch itun work bitch
0,ring alarm call polic governor bring troubl 'cuz work bitch
1,premier make sure tune listen mikeypiff
2,offici avail purchas itun tonight spread word
